"Z_FieldDescr_Id","OrderID","model","Module","fieldUseGroup","TableName","FieldName","Nulls","dataType","FieldSize","key","References","ClosedList","FieldNotes","FieldDefinition","FieldDefn_old","DestinationField","DestFieldID","exportToXLS","privateNotes","DenormTransl","RecordsNotNull","PercentNotNull","CheckedAt","FldInUse","DescrOfTbl","example1","example2","example3","example4","exampleComments","relType","relName","xmlExportSkip"
217,,"logical","Loading",2.00,"z_USER_C_plotData","shoreDistance","yes","Double",8,"n/a","n/a","no","n/a","For aquatic or marine vegetation, what was the closest distance to shore in m.","For aquatic or marine vegetation, what was the closest distance to shore in m.","observation.shoreDistance",6386,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"400",,,,,,,0
218,,"logical","Loading",2.00,"z_USER_C_plotData","soilDepth","yes","Double",8,"n/a","n/a","no","n/a","Median depth to bedrockor permafrost in m (usually from averaging multiple probe readings).","Median depth to bedrockor permafrost in m (usually from averaging multiple probe readings).","observation.soilDepth",6387,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"2.4",,,,,,,0
219,,"logical","Loading",2.00,"z_USER_C_plotData","organicDepth","yes","Double",8,"n/a","n/a","no","n/a","Depth of the curficial organic layer, where present, in centimeters.","Depth of the curficial organic layer, where present, in centimeters.","observation.organicDepth",6388,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"29",,,,,,,0
220,,"logical","Loading",2.00,"z_USER_C_plotData","percentBedRock","yes","Double",8,"n/a","n/a","no","n/a","Percent of surface that is exposed bedrock.","Percent of surface that is exposed bedrock.","observation.percentBedRock",6389,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"3",,,,,,,0
221,,"logical","Loading",2.00,"z_USER_C_plotData","percentRockGravel","yes","Double",8,"n/a","n/a","no","n/a","Percent of surface that is exposed rock and gravel.","Percent of surface that is exposed rock and gravel.","observation.percentRockGravel",6390,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"5",,,,,,,0
222,,"logical","Loading",2.00,"z_USER_C_plotData","percentWood","yes","Double",8,"n/a","n/a","no","n/a","Percent of surface that is wood.","Percent of surface that is wood.","observation.percentWood",6391,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"10",,,,,,,0
223,,"logical","Loading",2.00,"z_USER_C_plotData","percentLitter","yes","Double",8,"n/a","n/a","no","n/a","Percent of surface that is litter.","Percent of surface that is litter.","observation.percentLitter",6392,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"50",,,,,,,0
224,,"logical","Loading",2.00,"z_USER_C_plotData","percentBareSoil","yes","Double",8,"n/a","n/a","no","n/a","Percent of surface that is bare soil.","Percent of surface that is bare soil.","observation.percentBareSoil",6393,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"12",,,,,,,0
225,,"logical","Loading",2.00,"z_USER_C_plotData","percentWater","yes","Double",8,"n/a","n/a","no","n/a","Percent of surface that is water.","Percent of surface that is water.","observation.percentWater",6394,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"20",,,,,,,0
226,,"logical","Loading",2.00,"z_USER_C_plotData","percentOther","yes","Double",8,"n/a","n/a","no","n/a","Percent of surface that belong to an additional itemized category","Percent of surface that belong to an additional itemized category","observation.percentOther",6395,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
227,,"logical","Loading",2.00,"z_USER_C_plotData","nameOther","yes","text",30,"n/a","n/a","no","n/a","Name of additional itemized groundcover category (e.g., beer cans).","Name of additional itemized groundcover category (e.g., beer cans).","observation.nameOther",6396,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
228,,"logical","Loading",3.00,"z_USER_C_plotData","standMaturity","yes","Text",255,"n/a","n/a","yes","closed list","How mature is the stand.  Could be young, mature but even-aged, old-growth, etc.","How mature is the stand.  Could be young, mature but even-aged, old-growth, etc.","observation.standMaturity",6397,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"young, regenerative",,,,,,,0
229,,"logical","Loading",3.00,"z_USER_C_plotData","successionalStatus","yes","Memo",0,"n/a","n/a","no","n/a","Description of the assumed successional status of the plot. This descriptionis of necessity highly subjective.","Description of the assumed successional status of the plot. This descriptionis of necessity highly subjective.","observation.successionalStatus",6398,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"early in successional stanges",,,,,,,0
230,,"logical","Loading",3.00,"z_USER_C_plotData","treeHt","yes","Double",8,"n/a","n/a","no","n/a","Height of the tree layer in m.","Height of the tree layer in m.","observation.treeHt",6399,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"4",,,,,,,0
231,,"logical","Loading",3.00,"z_USER_C_plotData","shrubHt","yes","Double",8,"n/a","n/a","no","n/a","Height of the shrub layer in m.","Height of the shrub layer in m.","observation.shrubHt",6400,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"2",,,,,,,0
232,,"logical","Loading",3.00,"z_USER_C_plotData","fieldHt","yes","Double",8,"n/a","n/a","no","n/a","Height of the field layer in m.","Height of the field layer in m.","observation.fieldHt",6401,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"0.5",,,,,,,0
233,,"logical","Loading",3.00,"z_USER_C_plotData","nonvascularHt","yes","Double",8,"n/a","n/a","no","n/a","Height of the nonvascular layer in m.","Height of the nonvascular layer in m.","observation.nonvascularHt",6402,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
234,,"logical","Loading",3.00,"z_USER_C_plotData","submergedHt","yes","Double",8,"n/a","n/a","no","n/a","Height of the submerged layer in m.","Height of the submerged layer in m.","observation.submergedHt",6403,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"0.25",,,,,,,0
235,,"logical","Loading",3.00,"z_USER_C_plotData","treeCover","yes","Double",8,"n/a","n/a","no","n/a","Total cover of the tree layer in percent.","Total cover of the tree layer in percent.","observation.treeCover",6404,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"10",,,,,,,0
236,,"logical","Loading",3.00,"z_USER_C_plotData","shrubCover","yes","Double",8,"n/a","n/a","no","n/a","Total cover of the shrub layer in percent.","Total cover of the shrub layer in percent.","observation.shrubCover",6405,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"30",,,,,,,0
237,,"logical","Loading",3.00,"z_USER_C_plotData","fieldCover","yes","Double",8,"n/a","n/a","no","n/a","Total cover of the field layer in percent.","Total cover of the field layer in percent.","observation.fieldCover",6406,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"65",,,,,,,0
238,,"logical","Loading",3.00,"z_USER_C_plotData","nonvascularCover","yes","Double",8,"n/a","n/a","no","n/a","Total cover of the nonvascular layer in percent.","Total cover of the nonvascular layer in percent.","observation.nonvascularCover",6407,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
239,,"logical","Loading",3.00,"z_USER_C_plotData","floatingCover","yes","Double",8,"n/a","n/a","no","n/a","Total cover of the floating layer in percent.","Total cover of the floating layer in percent.","observation.floatingCover",6408,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"5",,,,,,,0
240,,"logical","Loading",3.00,"z_USER_C_plotData","submergedCover","yes","Double",8,"n/a","n/a","no","n/a","Total cover of the submerged layer in percent.","Total cover of the submerged layer in percent.","observation.submergedCover",6409,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"10",,,,,,,0
241,,"logical","Loading",3.00,"z_USER_C_plotData","dominantStratum","yes","text",40,"n/a","n/a","yes","closed list","Which of the six standard strata is dominant?","Which of the six standard strata is dominant?","observation.dominantStratum",6410,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"herb",,,,,,,0
242,,"logical","Loading",3.00,"z_USER_C_plotData","growthform1Type","yes","text",40,"n/a","n/a","yes","closed list","The predominant growth form?","The predominant growth form?","observation.growthform1Type",6411,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"graminoid",,,,,,,0
243,,"logical","Loading",3.00,"z_USER_C_plotData","growthform2Type","yes","text",40,"n/a","n/a","yes","closed list","The second-most predominant growthform?","The second-most predominant growthform?","observation.growthform2Type",6412,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"succulent forb",,,,,,,0
244,,"logical","Loading",3.00,"z_USER_C_plotData","growthform3Type","yes","text",40,"n/a","n/a","yes","closed list","The third-most predominant growthform","The third-most predominant growthform","observation.growthform3Type",6413,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"semi-shrub",,,,,,,0
245,,"logical","Loading",3.00,"z_USER_C_plotData","growthform1Cover","yes","Double",8,"n/a","n/a","no","n/a","Total cover of the predominant growthform?","Total cover of the predominant growthform?","observation.growthform1Cover",6414,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"30",,,,,,,0
246,,"logical","Loading",3.00,"z_USER_C_plotData","growthform2Cover","yes","Double",8,"n/a","n/a","no","n/a","Total cover of the second-most predominant growthform?","Total cover of the second-most predominant growthform?","observation.growthform2Cover",6415,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"25",,,,,,,0
247,,"logical","Loading",3.00,"z_USER_C_plotData","growthform3Cover","yes","Double",8,"n/a","n/a","no","n/a","Total cover of the third-most predominent growthform?","Total cover of the third-most predominent growthform?","observation.growthform3Cover",6416,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,"20",,,,,,,0
251,,"logical","Loading",1.50,"z_USER_C_plotData","Contrib1","yes","text",150,"FK","z_USER_A_Party.UserPartyCode","no","References a UserPartyCode.","Contributor to the plot, in role indicated in Role1.  The field should match a party code in your party data.  VegBank can generate that table from values in this and similar fields.","Code that will translate into a fk pointing to the specific party that made the contribution.","observationContributor.party_ID",6424,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,"PaulaSmith",,,,,,,0
252,,"logical","Loading",1.50,"z_USER_C_plotData","Role1","yes","text",50,"n/a","n/a","no","This is the Code that will translate into a fk into the aux_Role table","Role code for the contributor to this observation that is listed in Contrib1.  Role Codes will be translated in the Translate Data Form. Examples: Plot Leader, Plot Assistant, Taxonomic Advisor","Code that will translate into a fk that identifies the role that the party had in the plot obsevation (e.g.,  PI, contact, research advisor, field assistant, taxonomist, owner, guide, etc.).","observationContributor.role_ID",6571,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,"Leader",,,,,,,0
253,,"logical","Loading",3.00,"z_USER_C_plotData","Contrib2","yes","text",150,"FK","z_USER_A_Party.UserPartyCode","no","References a UserPartyCode.","Contributor to the plot, in role indicated in Role2.  The field should match a party code in your party data.  VegBank can generate that table from values in this and similar fields.","Code that will translate into a fk pointing to the specific party that made the contribution.","observationContributor.party_ID",6424,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,"Levi Wilding",,,,,,,0
254,,"logical","Loading",3.00,"z_USER_C_plotData","Role2","yes","text",50,"n/a","n/a","no","This is the Code that will translate into a fk into the aux_Role table","Role code for the contributor to this observation that is listed in Contrib2.","Code that will translate into a fk that identifies the role that the party had in the plot obsevation (e.g.,  PI, contact, research advisor, field assistant, taxonomist, owner, guide, etc.).","observationContributor.role_ID",6571,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,"Field Assistant",,,,,,,0
255,,"logical","Loading",3.00,"z_USER_C_plotData","Contrib3","yes","text",150,"FK","z_USER_A_Party.UserPartyCode","no","References a UserPartyCode.","Contributor to the plot, in role indicated in Role2.  The field should match a party code in your party data.  VegBank can generate that table from values in this and similar fields.","Code that will translate into a fk pointing to the specific party that made the contribution.","observationContributor.party_ID",6424,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,"Ed",,,,,,,0
256,,"logical","Loading",3.00,"z_USER_C_plotData","Role3","yes","text",50,"n/a","n/a","no","This is the Code that will translate into a fk into the aux_Role table","Role code for the contributor to this observation that is listed in Contrib3.","Code that will translate into a fk that identifies the role that the party had in the plot obsevation (e.g.,  PI, contact, research advisor, field assistant, taxonomist, owner, guide, etc.).","observationContributor.role_ID",6571,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,"Taxonomic advisor",,,,,,,0
257,,"logical","Loading",3.00,"z_USER_C_plotData","Contrib4","yes","text",150,"FK","z_USER_A_Party.UserPartyCode","no","References a UserPartyCode.","Contributor to the plot, in role indicated in Role4.  The field should match a party code in your party data.  VegBank can generate that table from values in this and similar fields.","Code that will translate into a fk pointing to the specific party that made the contribution.","observationContributor.party_ID",6424,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
258,,"logical","Loading",3.00,"z_USER_C_plotData","Role4","yes","text",50,"n/a","n/a","no","This is the Code that will translate into a fk into the aux_Role table","Role code for the contributor to this observation that is listed in Contrib4.","Code that will translate into a fk that identifies the role that the party had in the plot obsevation (e.g.,  PI, contact, research advisor, field assistant, taxonomist, owner, guide, etc.).","observationContributor.role_ID",6571,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
259,,"logical","Loading",3.00,"z_USER_C_plotData","Contrib5","yes","text",150,"FK","z_USER_A_Party.UserPartyCode","no","References a UserPartyCode.","Contributor to the plot, in role indicated in Role5.  The field should match a party code in your party data.  VegBank can generate that table from values in this and similar fields.","Code that will translate into a fk pointing to the specific party that made the contribution.","observationContributor.party_ID",6424,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,,,0
